     82.37.121.50,
     82.37.121.50,
     165.91.71.82,
     203.162.165.11,
     128.194.216.28,
     128.194.111.175,
     128.194.216.28,
     128.194.220.39,
     165.91.70.83,
     128.194.141.129,
     165.91.240.209,
     165.91.240.209,
     61.0.200.117,
     61.0.200.117,
     61.0.200.117,
     165.91.174.150,
     165.91.148.81,
     128.194.25.165,
     128.194.25.165,
     4.34.138.5,
     165.91.241.7,
     165.91.241.7,
     165.91.241.7,
     165.91.241.7,
     165.91.241.7,
     165.91.166.84,
202.88.154.177,     202.88.154.177,
     130.74.134.118,
143.89.38.36     143.89.188.5,
143.89.38.36,     143.89.188.5,
,  ,   203.197.117.231 Tue 11th Nov,2003 09:35 am
,  ,   203.197.117.231 Tue 11th Nov,2003 09:39 am
,  ,   203.197.117.231 Tue 11th Nov,2003 09:44 am
,  ,   203.197.117.231 Tue 11th Nov,2003 09:46 am
,  ,   218.103.249.145 Tue 11th Nov,2003 09:55 am
,  ,   203.197.117.231 Tue 11th Nov,2003 09:56 am
,  ,   147.8.219.70 Tue 11th Nov,2003 10:02 am
10.3.3.7,   unknown,   202.68.142.226 Tue 11th Nov,2003 10:03 am
143.89.51.145,  ,   143.89.188.5 Tue 11th Nov,2003 10:04 am
143.89.51.145,  ,   143.89.188.5 Tue 11th Nov,2003 10:05 am
220.255.85.203,   165.21.154.132,   165.21.154.9 Tue 11th Nov,2003 10:12 am
172.31.20.151,  ,   203.200.95.130 Tue 11th Nov,2003 10:33 am
192.168.2.46,  ,   203.91.135.149 Tue 11th Nov,2003 10:41 am
192.168.2.21,  ,   203.91.135.149 Tue 11th Nov,2003 10:41 am
10.5.1.42,   unknown,   202.68.142.226 Tue 11th Nov,2003 11:05 am
,  ,   61.1.105.163 Tue 11th Nov,2003 11:11 am
144.214.11.134,  ,   144.214.5.194 Tue 11th Nov,2003 11:18 am
172.20.108.110,  ,   137.132.3.9 Tue 11th Nov,2003 11:18 am
137.132.27.225,  ,   137.132.3.9 Tue 11th Nov,2003 11:21 am
,  ,   202.155.98.205 Tue 11th Nov,2003 11:30 am
10.111.77.4,   unknown,   203.199.81.149 Tue 11th Nov,2003 11:38 am
,  ,   203.200.31.189 Tue 11th Nov,2003 11:40 am
,  ,   203.77.202.194 Tue 11th Nov,2003 11:47 am
,  ,   203.77.202.194 Tue 11th Nov,2003 11:48 am
172.16.1.14,  ,   203.163.146.162 Tue 11th Nov,2003 11:56 am
,  ,   203.129.225.178 Tue 11th Nov,2003 11:58 am
10.4.201.31,   10.4.11.21,   202.68.142.226 Tue 11th Nov,2003 12:36 pm
143.89.117.163,  ,   143.89.188.5 Tue 11th Nov,2003 12:41 pm
,  ,   128.2.144.84 Tue 11th Nov,2003 12:46 pm
10.8.18.41,   192.248.8.100,   203.143.19.4 Tue 11th Nov,2003 12:46 pm
10.8.18.41,   192.248.8.100,   203.143.19.4 Tue 11th Nov,2003 12:46 pm
10.8.18.41,   192.248.8.100,   203.143.19.4 Tue 11th Nov,2003 12:46 pm
10.8.18.41,   192.248.8.100,   203.143.19.4 Tue 11th Nov,2003 12:47 pm
10.4.201.21,   10.4.11.21,   202.68.142.226 Tue 11th Nov,2003 12:48 pm
10.4.201.21,   10.4.11.21,   203.199.51.149 Tue 11th Nov,2003 12:48 pm
192.168.1.5,  ,   210.212.165.4 Tue 11th Nov,2003 12:58 pm
10.3.100.212,  ,   193.220.224.12 Tue 11th Nov,2003 01:01 pm
,  ,   202.88.144.104 Tue 11th Nov,2003 01:07 pm
10.9.2.10,   10.9.11.12,   202.68.142.226 Tue 11th Nov,2003 01:14 pm
192.168.1.60,  ,   202.164.100.50 Tue 11th Nov,2003 01:15 pm
192.168.1.160,  ,   202.56.253.184 Tue 11th Nov,2003 01:20 pm
192.168.1.160,  ,   202.56.253.184 Tue 11th Nov,2003 01:21 pm
192.168.1.160,  ,   202.56.253.184 Tue 11th Nov,2003 01:25 pm
,  ,   193.220.224.8 Tue 11th Nov,2003 01:26 pm
172.18.176.57,  ,   137.132.3.9 Tue 11th Nov,2003 01:33 pm
192.168.1.60,  ,   202.164.100.50 Tue 11th Nov,2003 01:39 pm
144.16.244.120,  ,   203.199.213.5 Tue 11th Nov,2003 01:39 pm
144.16.244.120,  ,   203.199.213.3 Tue 11th Nov,2003 01:40 pm
,  ,   203.90.94.1 Tue 11th Nov,2003 01:48 pm
,  ,   207.202.195.179 Tue 11th Nov,2003 01:52 pm
143.89.118.167,  ,   143.89.188.5 Tue 11th Nov,2003 02:02 pm
203.196.130.114,  ,   203.196.130.114 Tue 11th Nov,2003 02:04 pm
172.16.20.93,  ,   203.124.132.123 Tue 11th Nov,2003 02:18 pm
135.135.10.13,  ,   218.248.0.6 Tue 11th Nov,2003 02:25 pm
203.196.130.114,  ,   203.196.130.114 Tue 11th Nov,2003 02:32 pm
203.115.95.179,  ,   203.115.95.179 Tue 11th Nov,2003 02:33 pm
203.115.95.179,  ,   203.115.95.179 Tue 11th Nov,2003 02:33 pm
,  ,   202.63.160.66 Tue 11th Nov,2003 02:34 pm
,  ,   202.63.165.254 Tue 11th Nov,2003 02:34 pm
10.3.100.211,  ,   193.220.224.11 Tue 11th Nov,2003 02:57 pm
203.115.95.179,  ,   203.115.95.179 Tue 11th Nov,2003 03:00 pm
172.16.1.58,  ,   203.163.146.162 Tue 11th Nov,2003 03:15 pm
172.20.8.112,  ,   137.132.3.9 Tue 11th Nov,2003 03:23 pm
172.20.8.112,  ,   137.132.3.9 Tue 11th Nov,2003 03:25 pm
,  ,   202.162.56.234 Tue 11th Nov,2003 03:29 pm
,  ,   202.162.56.234 Tue 11th Nov,2003 03:29 pm
,  ,   203.94.223.149 Tue 11th Nov,2003 03:43 pm
172.31.85.121,  ,   203.200.95.130 Tue 11th Nov,2003 03:51 pm
,  ,   61.0.45.34 Tue 11th Nov,2003 03:59 pm
,  ,   61.0.45.34 Tue 11th Nov,2003 04:03 pm
,  ,   61.0.45.34 Tue 11th Nov,2003 04:03 pm
192.168.1.229,  ,   210.212.170.130 Tue 11th Nov,2003 04:13 pm
192.168.1.216,  ,   210.212.170.130 Tue 11th Nov,2003 04:22 pm
172.31.20.151,  ,   203.200.95.130 Tue 11th Nov,2003 04:26 pm
172.19.155.117,  ,   137.132.3.9 Tue 11th Nov,2003 04:51 pm
10.110.5.1,   unknown,   203.199.81.149 Tue 11th Nov,2003 05:14 pm
10.110.5.1,   unknown,   203.199.51.149 Tue 11th Nov,2003 05:15 pm
10.110.5.1,   unknown,   203.199.81.149 Tue 11th Nov,2003 05:20 pm
,  ,   61.0.45.35 Tue 11th Nov,2003 05:35 pm
,  ,   212.59.7.110 Tue 11th Nov,2003 05:44 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 05:44 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 05:49 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 05:49 pm
,  ,   203.94.237.66 Tue 11th Nov,2003 05:50 pm
143.89.65.221,  ,   143.89.188.5 Tue 11th Nov,2003 05:51 pm
,  ,   203.196.231.8 Tue 11th Nov,2003 05:52 pm
,  ,   202.177.185.159 Tue 11th Nov,2003 05:57 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 05:58 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 06:00 pm
172.19.152.89,  ,   137.132.3.9 Tue 11th Nov,2003 06:02 pm
,  ,   61.11.16.56 Tue 11th Nov,2003 06:02 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 06:02 pm
,  ,   61.11.16.56 Tue 11th Nov,2003 06:03 pm
,  ,   61.11.16.56 Tue 11th Nov,2003 06:03 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 06:04 pm
10.3.100.212,  ,   193.220.224.12 Tue 11th Nov,2003 06:05 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 06:05 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 06:07 pm
,  ,   61.0.45.51 Tue 11th Nov,2003 06:07 pm
,  ,   219.95.133.25 Tue 11th Nov,2003 06:08 pm
,  ,   61.0.164.162 Tue 11th Nov,2003 06:09 pm
,  ,   202.177.185.159 Tue 11th Nov,2003 06:14 pm
,  ,   193.220.224.8 Tue 11th Nov,2003 06:16 pm
,  ,   61.0.164.162 Tue 11th Nov,2003 06:23 pm
10.3.202.25,   10.3.26.2,   203.199.81.149 Tue 11th Nov,2003 06:31 pm
,  ,   202.177.185.159 Tue 11th Nov,2003 06:34 pm
220.255.93.175,   165.21.154.132,   165.21.154.10 Tue 11th Nov,2003 06:39 pm
,  ,   202.162.56.234 Tue 11th Nov,2003 06:42 pm
,  ,   202.162.56.234 Tue 11th Nov,2003 06:47 pm
,  ,   202.162.56.234 Tue 11th Nov,2003 06:50 pm
,  ,   202.162.56.234 Tue 11th Nov,2003 06:50 pm
10.100.89.32,   10.100.56.15,   202.138.119.193 Tue 11th Nov,2003 06:54 pm
10.100.89.32,   10.100.56.15,   202.138.119.193 Tue 11th Nov,2003 06:56 pm
,  ,   193.220.224.6 Tue 11th Nov,2003 07:00 pm
,  ,   193.220.224.6 Tue 11th Nov,2003 07:01 pm
10.2.1.67,   unknown,   202.68.142.226 Tue 11th Nov,2003 07:03 pm
,  ,   203.194.97.60 Tue 11th Nov,2003 07:13 pm
172.19.117.55,  ,   137.132.3.9 Tue 11th Nov,2003 07:16 pm
10.3.100.212,  ,   193.220.224.12 Tue 11th Nov,2003 07:23 pm
,  ,   202.162.56.234 Tue 11th Nov,2003 07:24 pm
,  ,   202.162.56.234 Tue 11th Nov,2003 07:35 pm
203.129.231.19,  ,   203.129.230.9 Tue 11th Nov,2003 07:41 pm
203.129.231.19,  ,   203.129.230.9 Tue 11th Nov,2003 07:44 pm
,  ,   220.224.0.183 Tue 11th Nov,2003 07:51 pm
,  ,   220.224.0.183 Tue 11th Nov,2003 07:55 pm
,  ,   220.224.0.183 Tue 11th Nov,2003 07:57 pm
,  ,   220.226.4.10 Tue 11th Nov,2003 07:57 pm
,  ,   220.226.4.10 Tue 11th Nov,2003 07:59 pm
,  ,   220.226.4.10 Tue 11th Nov,2003 08:00 pm
10.2.2.8,   10.2.20.6,   202.68.142.226 Tue 11th Nov,2003 08:06 pm
10.3.203.34,   10.3.26.2,   203.199.81.149 Tue 11th Nov,2003 08:07 pm
,  ,   61.11.22.164 Tue 11th Nov,2003 08:07 pm
192.168.1.223,  ,   210.212.170.130 Tue 11th Nov,2003 08:13 pm
,  ,   61.11.22.164 Tue 11th Nov,2003 08:13 pm
10.5.1.42,   unknown,   202.68.142.226 Tue 11th Nov,2003 08:14 pm
,  ,   61.11.22.164 Tue 11th Nov,2003 08:14 pm
,  ,   61.11.22.164 Tue 11th Nov,2003 08:15 pm
,  ,   61.11.22.164 Tue 11th Nov,2003 08:16 pm
,  ,   61.11.22.164 Tue 11th Nov,2003 08:16 pm
217.165.3.35,  ,   195.229.241.235 Tue 11th Nov,2003 08:18 pm
,  ,   61.11.22.164 Tue 11th Nov,2003 08:27 pm
,  ,   202.63.165.254 Tue 11th Nov,2003 08:36 pm
172.31.77.17,  ,   203.200.95.130 Tue 11th Nov,2003 08:44 pm
,  ,   202.9.128.202 Tue 11th Nov,2003 08:52 pm
10.3.202.25,   10.3.26.2,   203.199.81.149 Tue 11th Nov,2003 09:09 pm
10.3.202.25,   10.3.26.2,   203.199.51.149 Tue 11th Nov,2003 09:22 pm
10.5.201.56,   10.5.11.3,   203.199.81.149 Tue 11th Nov,2003 09:31 pm
,  ,   128.107.253.42 Tue 11th Nov,2003 09:33 pm
172.18.75.55,  ,   137.132.3.12 Tue 11th Nov,2003 09:39 pm
172.18.181.119,  ,   137.132.3.9 Tue 11th Nov,2003 10:02 pm
,  ,   61.1.174.48 Tue 11th Nov,2003 10:17 pm
,  ,   145.232.227.2 Tue 11th Nov,2003 10:24 pm
,  ,   220.226.5.172 Tue 11th Nov,2003 10:25 pm
,  ,   203.163.157.2 Tue 11th Nov,2003 10:28 pm
,  ,   145.232.227.2 Tue 11th Nov,2003 10:28 pm
,  ,   219.65.47.170 Tue 11th Nov,2003 10:35 pm
,  ,   202.144.88.129 Tue 11th Nov,2003 10:42 pm
10.8.1.25,   unknown,   203.199.81.149 Tue 11th Nov,2003 10:47 pm
10.8.1.25,   unknown,   203.199.51.149 Tue 11th Nov,2003 10:53 pm
,  ,   61.1.111.27 Tue 11th Nov,2003 11:06 pm
,  ,   220.224.18.11 Tue 11th Nov,2003 11:22 pm
,  ,   202.63.160.66 Tue 11th Nov,2003 11:23 pm
,  ,   220.224.18.11 Tue 11th Nov,2003 11:24 pm
10.9.2.57,   10.9.11.12,   202.68.142.226 Tue 11th Nov,2003 11:24 pm
,  ,   220.224.18.11 Tue 11th Nov,2003 11:24 pm
,  ,   61.1.39.186 Tue 11th Nov,2003 11:46 pm
,  ,   128.95.33.83 Tue 11th Nov,2003 11:47 pm
10.122.1.124,  ,   208.178.23.32 Tue 11th Nov,2003 11:49 pm
,  ,   203.94.201.131 Wed 12th Nov,2003 12:29 am
10.25.32.3,  ,   203.197.98.3 Wed 12th Nov,2003 01:05 am
,  ,   203.88.129.116 Wed 12th Nov,2003 01:11 am
,  ,   203.88.129.116 Wed 12th Nov,2003 01:19 am
,  ,   61.1.73.4 Wed 12th Nov,2003 01:46 am
10.13.235.10,   10.13.101.15,   202.68.142.226 Wed 12th Nov,2003 01:48 am
,  ,   198.16.9.11 Wed 12th Nov,2003 01:51 am
10.5.2.39,   unknown,   203.199.81.149 Wed 12th Nov,2003 02:13 am
,  ,   64.173.9.157 Wed 12th Nov,2003 02:19 am
10.2.1.90,   unknown,   203.199.81.149 Wed 12th Nov,2003 02:59 am
,  ,   207.105.1.199 Wed 12th Nov,2003 07:13 am
172.20.204.100,  ,   137.132.3.9 Wed 12th Nov,2003 07:18 am
143.89.217.231,  ,   143.89.188.5 Wed 12th Nov,2003 08:40 am
10.25.32.3,  ,   203.197.98.3 Wed 12th Nov,2003 09:22 am
,  ,   128.6.13.3 Wed 12th Nov,2003 10:11 am
10.2.202.27,   10.2.20.6,   203.199.81.149 Wed 12th Nov,2003 10:11 am
10.2.202.27,   10.2.20.6,   203.199.51.149 Wed 12th Nov,2003 10:11 am
10.2.202.27,   10.2.20.6,   203.199.51.149 Wed 12th Nov,2003 10:11 am
,  ,   143.127.3.10 Wed 12th Nov,2003 10:14 am
172.31.5.49,  ,   203.200.95.130 Wed 12th Nov,2003 10:19 am
192.168.1.55,  ,   210.212.170.130 Wed 12th Nov,2003 10:35 am
,  ,   61.11.18.212 Wed 12th Nov,2003 10:45 am
61.16.131.196,  ,   61.16.131.196 Wed 12th Nov,2003 10:52 am
,  ,   210.186.52.163 Wed 12th Nov,2003 10:54 am
,  ,   210.186.52.163 Wed 12th Nov,2003 11:00 am
,  ,   131.204.158.25 Wed 12th Nov,2003 11:03 am
,  ,   131.204.158.25 Wed 12th Nov,2003 11:04 am
61.16.131.196,  ,   61.16.131.196 Wed 12th Nov,2003 11:08 am
,  ,   210.186.52.163 Wed 12th Nov,2003 11:19 am
,  ,   61.1.85.1 Wed 12th Nov,2003 12:18 pm
,  ,   202.9.153.104 Wed 12th Nov,2003 12:54 pm
172.31.4.19,  ,   203.200.95.130 Wed 12th Nov,2003 01:21 pm
172.31.84.15,  ,   203.200.95.130 Wed 12th Nov,2003 01:25 pm
172.31.77.17,  ,   203.200.95.130 Wed 12th Nov,2003 01:45 pm
,  ,   61.1.84.132 Wed 12th Nov,2003 02:00 pm
10.20.81.75,  ,   202.131.115.149 Wed 12th Nov,2003 02:28 pm
144.16.249.41,  ,   203.199.213.5 Wed 12th Nov,2003 02:43 pm
,  ,   61.3.192.1 Wed 12th Nov,2003 02:45 pm
,  ,   210.212.108.50 Wed 12th Nov,2003 02:54 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 03:20 pm
10.111.2.208,  ,   193.220.224.8 Wed 12th Nov,2003 03:24 pm
10.2.202.27,   10.2.20.6,   203.199.51.149 Wed 12th Nov,2003 03:25 pm
10.2.202.27,   10.2.20.6,   202.68.142.226 Wed 12th Nov,2003 03:26 pm
202.79.44.1,  ,   202.79.62.11 Wed 12th Nov,2003 03:42 pm
172.31.4.44,  ,   203.200.95.130 Wed 12th Nov,2003 04:06 pm
10.9.3.47,   10.9.11.12,   203.199.81.149 Wed 12th Nov,2003 04:59 pm
10.9.3.47,   10.9.11.12,   203.199.51.149 Wed 12th Nov,2003 04:59 pm
192.168.113.17,  ,   210.212.87.130 Wed 12th Nov,2003 05:06 pm
10.25.32.3,  ,   203.197.98.3 Wed 12th Nov,2003 05:08 pm
10.6.6.6,  ,   202.141.24.2 Wed 12th Nov,2003 05:42 pm
10.8.1.62,   unknown,   203.199.81.149 Wed 12th Nov,2003 05:53 pm
152.69.196.237,  ,   217.163.5.253 Wed 12th Nov,2003 05:56 pm
152.69.196.106,  ,   148.87.1.171 Wed 12th Nov,2003 05:56 pm
,  ,   61.0.45.36 Wed 12th Nov,2003 05:56 pm
10.3.100.211,  ,   193.220.224.11 Wed 12th Nov,2003 05:56 pm
,  ,   61.1.9.54 Wed 12th Nov,2003 05:57 pm
,  ,   61.0.45.36 Wed 12th Nov,2003 06:01 pm
10.6.6.6,  ,   202.141.24.2 Wed 12th Nov,2003 06:12 pm
,  ,   210.212.138.2 Wed 12th Nov,2003 06:13 pm
,  ,   193.220.224.6 Wed 12th Nov,2003 06:14 pm
,  ,   207.235.6.88 Wed 12th Nov,2003 06:15 pm
152.69.196.106,  ,   148.87.1.171 Wed 12th Nov,2003 06:15 pm
10.6.6.6,  ,   202.141.24.2 Wed 12th Nov,2003 06:18 pm
10.7.1.81,   unknown,   203.199.81.149 Wed 12th Nov,2003 06:19 pm
192.168.9.46,  ,   203.129.199.131 Wed 12th Nov,2003 06:23 pm
10.6.6.6,  ,   202.141.24.2 Wed 12th Nov,2003 06:24 pm
,  ,   61.0.45.36 Wed 12th Nov,2003 06:26 pm
192.168.0.39,  ,   210.212.108.134 Wed 12th Nov,2003 06:39 pm
172.31.80.60,  ,   203.200.95.130 Wed 12th Nov,2003 06:46 pm
,  ,   203.94.225.157 Wed 12th Nov,2003 07:03 pm
10.129.1.22,   unknown,   202.68.142.226 Wed 12th Nov,2003 07:04 pm
10.2.201.22,   10.2.20.6,   203.199.51.149 Wed 12th Nov,2003 07:16 pm
192.168.6.33,  ,   61.1.110.9 Wed 12th Nov,2003 07:18 pm
137.132.119.42,  ,   137.132.3.9 Wed 12th Nov,2003 07:38 pm
144.16.245.27,  ,   203.199.213.5 Wed 12th Nov,2003 07:42 pm
10.5.1.53,   10.5.11.3,   202.68.142.226 Wed 12th Nov,2003 07:43 pm
,  ,   193.220.224.6 Wed 12th Nov,2003 07:48 pm
,  ,   193.220.224.6 Wed 12th Nov,2003 07:48 pm
192.168.8.204,  ,   203.129.199.131 Wed 12th Nov,2003 07:51 pm
,  ,   193.220.224.6 Wed 12th Nov,2003 07:53 pm
,  ,   203.199.141.99 Wed 12th Nov,2003 07:58 pm
,  ,   203.199.141.99 Wed 12th Nov,2003 08:00 pm
,  ,   220.226.11.87 Wed 12th Nov,2003 08:01 pm
10.8.202.74,   10.8.11.15,   202.68.142.226 Wed 12th Nov,2003 08:14 pm
,  ,   61.0.117.56 Wed 12th Nov,2003 08:20 pm
192.168.0.32,  ,   202.160.165.10 Wed 12th Nov,2003 09:00 pm
10.3.100.212,  ,   193.220.224.12 Wed 12th Nov,2003 09:20 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 09:23 pm
10.3.100.212,  ,   193.220.224.12 Wed 12th Nov,2003 09:33 pm
,  ,   61.0.117.56 Wed 12th Nov,2003 09:34 pm
,  ,   61.0.45.40 Wed 12th Nov,2003 09:37 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 09:50 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 09:50 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 09:51 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 09:51 pm
,  ,   141.218.148.58 Wed 12th Nov,2003 09:52 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 09:53 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 09:55 pm
172.31.80.71,  ,   203.200.95.130 Wed 12th Nov,2003 09:55 pm
172.19.220.82,  ,   137.132.3.9 Wed 12th Nov,2003 11:06 pm
10.100.88.26,   10.100.56.15,   202.138.119.193 Wed 12th Nov,2003 11:08 pm
,  ,   61.0.60.81 Wed 12th Nov,2003 11:09 pm
10.100.88.26,   10.100.56.15,   202.138.119.193 Wed 12th Nov,2003 11:10 pm
,  ,   61.0.60.81 Wed 12th Nov,2003 11:11 pm
,  ,   61.0.60.81 Wed 12th Nov,2003 11:11 pm
172.31.85.191,  ,   203.200.95.130 Wed 12th Nov,2003 11:12 pm
,  ,   61.0.60.81 Wed 12th Nov,2003 11:13 pm
172.18.4.62,  ,   202.54.26.120 Wed 12th Nov,2003 11:15 pm
,  ,   219.65.72.93 Wed 12th Nov,2003 11:22 pm
172.31.4.119,  ,   203.200.95.130 Wed 12th Nov,2003 11:28 pm
172.31.78.29,  ,   202.141.40.24 Wed 12th Nov,2003 11:49 pm
,  ,   193.220.224.6 Wed 12th Nov,2003 11:52 pm
10.9.3.41,   unknown,   202.68.142.226 Thu 13th Nov,2003 12:20 am
10.9.3.41,   unknown,   202.68.142.226 Thu 13th Nov,2003 12:22 am
172.31.84.92,  ,   203.200.95.130 Thu 13th Nov,2003 12:30 am
172.31.84.92,  ,   203.200.95.130 Thu 13th Nov,2003 12:33 am
172.31.85.121,  ,   203.200.95.130 Thu 13th Nov,2003 01:14 am
172.31.85.121,  ,   203.200.95.130 Thu 13th Nov,2003 01:15 am
,  ,   130.126.122.192 Thu 13th Nov,2003 01:28 am
,  ,   67.42.71.61 Thu 13th Nov,2003 01:47 am
10.129.33.100,   unknown,   203.199.81.149 Thu 13th Nov,2003 01:48 am
10.129.33.100,   unknown,   203.199.81.149 Thu 13th Nov,2003 01:48 am
,  ,   129.93.28.130 Thu 13th Nov,2003 01:50 am
192.168.13.41,   unknown,   203.199.81.149 Thu 13th Nov,2003 01:52 am
172.31.77.204,  ,   203.200.95.130 Thu 13th Nov,2003 02:05 am
,  ,   141.218.147.44 Thu 13th Nov,2003 02:14 am
172.31.84.87,  ,   203.200.95.130 Thu 13th Nov,2003 02:44 am
,  ,   128.6.22.134 Thu 13th Nov,2003 02:50 am
,  ,   150.250.101.140 Thu 13th Nov,2003 02:59 am
10.9.3.90,   10.9.11.12,   203.199.81.149 Thu 13th Nov,2003 03:03 am
172.31.112.128,  ,   203.200.95.130 Thu 13th Nov,2003 03:07 am
10.5.11.1,   unknown,   203.199.81.149 Thu 13th Nov,2003 04:18 am
,  ,   24.145.154.67 Thu 13th Nov,2003 04:44 am
,  ,   24.145.154.67 Thu 13th Nov,2003 04:52 am
,  ,   61.1.80.204 Thu 13th Nov,2003 06:26 am
,  ,   219.130.8.15 Thu 13th Nov,2003 06:45 am
,  ,   66.233.125.199 Thu 13th Nov,2003 06:53 am
10.1.80.110,  ,   203.189.240.3 Thu 13th Nov,2003 10:09 am
10.1.80.110,  ,   203.189.240.3 Thu 13th Nov,2003 10:10 am
10.1.80.110,  ,   203.189.240.3 Thu 13th Nov,2003 10:10 am
172.16.3.146,   202.63.168.39,   202.63.162.254 Thu 13th Nov,2003 10:23 am
10.2.202.27,   10.2.20.6,   203.199.51.149 Thu 13th Nov,2003 10:33 am
10.2.202.27,   10.2.20.6,   203.199.51.149 Thu 13th Nov,2003 10:33 am
10.2.202.27,   10.2.20.6,   203.199.81.149 Thu 13th Nov,2003 10:33 am
10.40.34.30,  ,   203.94.73.203 Thu 13th Nov,2003 10:57 am
10.3.100.212,  ,   193.220.224.12 Thu 13th Nov,2003 11:00 am
10.40.34.30,  ,   203.94.73.203 Thu 13th Nov,2003 11:04 am
,  ,   61.1.124.138 Thu 13th Nov,2003 11:05 am
10.100.93.27,   10.100.56.15,   202.138.119.193 Thu 13th Nov,2003 11:06 am
10.100.93.27,   10.100.56.15,   202.138.119.193 Thu 13th Nov,2003 11:07 am
,  ,   66.196.90.18 Thu 13th Nov,2003 11:16 am
172.31.80.71,  ,   203.200.95.130 Thu 13th Nov,2003 11:25 am
172.31.77.183,  ,   203.200.95.130 Thu 13th Nov,2003 11:26 am
,  ,   210.212.224.130 Thu 13th Nov,2003 11:27 am
,  ,   210.212.224.130 Thu 13th Nov,2003 11:29 am
,  ,   210.212.224.130 Thu 13th Nov,2003 11:29 am
,  ,   210.212.224.130 Thu 13th Nov,2003 11:30 am
10.9.2.4,   10.9.11.12,   202.68.142.226 Thu 13th Nov,2003 11:30 am
,  ,   210.212.224.130 Thu 13th Nov,2003 11:30 am
10.3.100.212,  ,   193.220.224.12 Thu 13th Nov,2003 11:32 am
,  ,   210.212.224.130 Thu 13th Nov,2003 11:38 am
172.31.4.199,  ,   203.200.95.130 Thu 13th Nov,2003 11:39 am
143.89.43.27,  ,   143.89.188.5 Thu 13th Nov,2003 11:48 am
10.9.2.10,   10.9.11.12,   203.199.51.149 Thu 13th Nov,2003 12:06 pm
172.31.80.71,  ,   203.200.95.130 Thu 13th Nov,2003 12:06 pm
202.141.81.102,  ,   202.141.80.19 Thu 13th Nov,2003 12:19 pm
172.31.85.121,  ,   203.200.95.130 Thu 13th Nov,2003 12:41 pm
135.135.4.28,  ,   218.248.0.6 Thu 13th Nov,2003 12:44 pm
135.135.4.28,  ,   218.248.0.6 Thu 13th Nov,2003 12:45 pm
,  ,   203.90.72.210 Thu 13th Nov,2003 12:56 pm
203.196.130.114,  ,   203.196.130.114 Thu 13th Nov,2003 01:14 pm
10.3.203.58,   10.3.26.2,   203.199.81.149 Thu 13th Nov,2003 01:27 pm
10.100.63.103,  ,   202.138.119.193 Thu 13th Nov,2003 01:53 pm
,  ,   202.162.56.234 Thu 13th Nov,2003 01:57 pm
172.16.2.3,   172.16.1.2,   203.199.36.215 Thu 13th Nov,2003 02:22 pm
172.16.2.3,   172.16.1.2,   203.199.36.215 Thu 13th Nov,2003 02:24 pm
10.7.201.41,   10.7.11.0,   202.68.142.226 Thu 13th Nov,2003 02:24 pm
144.16.242.3,  ,   203.199.213.3 Thu 13th Nov,2003 02:37 pm
,  ,   203.199.141.99 Thu 13th Nov,2003 02:47 pm
10.9.203.55,   10.9.11.12,   203.199.81.149 Thu 13th Nov,2003 02:48 pm
192.168.1.22,  ,   203.129.199.131 Thu 13th Nov,2003 02:48 pm
10.9.203.55,   10.9.11.12,   203.199.81.149 Thu 13th Nov,2003 02:48 pm
10.9.203.55,   10.9.11.12,   202.68.142.226 Thu 13th Nov,2003 02:49 pm
192.168.1.22,  ,   203.129.199.131 Thu 13th Nov,2003 02:52 pm
192.168.1.22,  ,   203.129.199.131 Thu 13th Nov,2003 02:56 pm
135.135.2.104,  ,   218.248.0.6 Thu 13th Nov,2003 03:06 pm
,  ,   210.212.89.4 Thu 13th Nov,2003 03:12 pm
172.31.14.35,  ,   202.131.119.39 Thu 13th Nov,2003 03:23 pm
10.25.32.3,  ,   203.197.98.3 Thu 13th Nov,2003 03:41 pm
10.3.202.25,   10.3.26.2,   203.199.51.149 Thu 13th Nov,2003 03:45 pm
,  ,   61.17.14.11 Thu 13th Nov,2003 03:47 pm
10.25.32.3,  ,   203.197.98.3 Thu 13th Nov,2003 03:53 pm
,  ,   219.65.81.67 Thu 13th Nov,2003 04:04 pm
192.168.6.33,  ,   61.1.110.9 Thu 13th Nov,2003 04:04 pm
192.168.6.33,  ,   61.1.110.9 Thu 13th Nov,2003 04:07 pm
